team_name,team_bio
Shola & Doyin,"
“”Bio[]Despite their incredibly close relationship, identical twins Shola and Doyin haven't really traveled together much, so neither knows exactly what to expect during THE AMAZING RACE.
They decided to team up for the Race partly to put their relationship to the test. Shola adds, ""The idea of being able to travel all over the world, while competing on a worldwide stage for $1 million, and to do it all with my twin brother, is way too enticing for me to pass up."" Going into the Race, both feel that the experience will strengthen their relationship.
Q & A[]
  My best attributes are that I'm normally extremely cool under pressure, and I have very strong interpersonal skills. My major weaknesses are that I don't speak any other languages and I have absolutely ZERO international travel experience, so it could get pretty ugly out there.
  I'm more uptight than Shola is, and that can be viewed as both a strength and a weakness. It helps to get things accomplished in a timely fashion, but it can be annoying for Shola to deal with.
  Doyin can be very impatient and sometimes a little bossy (as much as he's not willing to admit it!). But besides that, his strengths as a teammate far outweigh his weaknesses.
  Shola can be a little too laid back for my tastes, but he is a great leader and for the most part he's usually right in the decisions he makes.
  The Shawshank Redemption
  Training Day
  24
  24
  Morgan Freeman
  Denzel Washington
  Denise Richards
  Cameron Diaz
  A Tribe Called Quest
  A Tribe Called Quest
  Cable TV
  My Bed[1]"
Steve & Allie,"[2]
Steve[] 57
 Encinitas, California
 Father
 Professional Baseball Coach (Cleveland Indians), World Series Champion Coach (2008 Philadelphia Phillies)
 She's a very talented person but occasionally lacks the confidence in her God-given abilities
 Golfing, swimming and working out
 Getting my degree, getting married, having my kids and winning the World Series
 Continue to enjoy life
 My son Garrett who is living the good life in college
 My Mom and Dad who are still living life to the fullest
 My family
 I would treat each of my family members and friends to something special
 It took me 20 years in professional baseball before I finally made it to the big leagues
 Encinitas. That's why I live here
 Not getting lost because we tend to get lost in our own neighborhood
 Making memories with my daughter that will last forever
Allie[] 23
 Encinitas. California
 Daughter
 Marketing
 He's always late and likes to embarrass me
 Traveling, dancing and golf
 Receiving my B.A. from Pepperdine University in Public Relations
 Find a job that I'm passionate about, create new adventures every day, get married and have a family
 Phil Keoghan. Talk about a job I'd be passionate about
 My parents. My mom is the backbone of our family and such a strong woman. My Dad encourages me to pursue my dreams everyday
 My relationship with God, Pepperdine, baseball, golf, dance, traveling the world, spending time with family and friends and fantasy football
 Do some traveling and invest it for my future
 My father is a World Series-winning professional baseball coach, but during the only year I played baseball (8th grade) I made it to first base once and was promptly picked off
 Malibu—I have amazing memories there
 Not having mom around. She does everything for us
 To meet all kinds of people around the world and have tons of fun with my Dad. I'm planning to have THE AMAZING RACE theme song as the Father/Daughter dance at my wedding
"
Steve & Anna Leigh,"[1]
 Father & daughter
 54 & 28
 Residential/commercial paint contractor & speech pathologist, private flight attendant, and influencer
 Petty, TX & Royse City, TX

 1, 2, 3…
 [Together.] Teamwork.

 I feel like Michelle and Luis.
 Just because they had fun. We know we're gonna have fun along the way.
 They were competitive and they knew they had to get the job done. But they also just had fun with it.
 They propped each other up. They laughed and smiled through the whole thing. It's kind of infectious to watch them play the game.
"
Steve & Dave,"


BioQ & A
Forty-six-year-old Steve is an air traffic controller at the busy Chicago Center in Chicago, Illinois. He is a big fan of THE AMAZING RACE and has always wanted to be on the show. He has traveled quite a bit, especially recently, when he went to Kazakhstan with his wife and adopted his daughter, Olivia, which he describes as the most exciting moment in his life. He is fascinated by different countries and cultures. He loves watching Andy Griffith marathons on TV and eating pepperoni pizza for breakfast. He loves golf, bowling, movies and Chicago sports. He describes himself as ""large, funny and friendly,"" and compares himself to actor John Candy.

Dave is 43 and works with Steve as an air traffic controller. He has been married four times and his children are grown; in fact, he is a grandfather. He loves woodworking and bowling and is a big fan of reality TV. He describes himself as ""funny, outgoing and persevering."" He compares himself to Woody Allen and Cosmo Kramer. He doesn't know any foreign languages, but can swear in Spanish. He is a perfectionist, and that makes it tough to be overweight. His biggest upset was when he and Steve made an operational error together at work, causing two planes to get too close (four miles). They were both decertified and had to go through retraining together. He wants to go on THE AMAZING RACE primarily for the competition and believes he and Steve will do very well.[1]


 I've been to 15 other countries, 43 other states and 2 other planets.
 Limited at best.


 Without a doubt, middle seat, coach, next to a bi-polar divorcee and her colicky kid.
 The most stressful thing about traveling (in this case, anyhow,) is the fear that I have that Steve will follow through on his threat to sit on me if I don't give him a dollar every day.


 Advil. The creaking and popping of my knees you hear is real.
 The stun gun I'll be using to keep Steve away from MY portion of the meager food.


 I didn't want to shovel snow at home.
 Because THE YOUNG AND THE RESTLESS wasn't hiring.


 Except for the trip to the pokey for solicitation, no.
: Yes, we've traveled together before. It was the best trip to pick up a pepperoni pizza I've ever had.


 We do not want to finish last.
 I worry that Steve and I will have to sleep in the same bed and that he will roll over. I'd become nothing but a greasy spot.


 Sense of humor, tenacity, ability to differentiate regular from diesel.
 Strengths? Who said anything about strengths?


 People skills, fabulous sense of humor. He lends me money and forgets he did it. Weaknesses?
He's a little slower than I am.

 Partner's strengths: Who said anything about strengths? Partner's weaknesses: I'd need far more space than you've provided.


 My wife and 3½-year-old daughter.
 I'll miss my wife and my dog.


 I can count to 10 in five languages and swear at you in 12.
 I can swear at you in Spanish and can count to five in dog.


 Nepal, Greece, Italy and Japan.
 I'm hoping that they run us to my home for a nice dinner, but barring that, Germany would be nice.


 Canada.
 The USA.[2]
"
Steve & Josh,"


bioQ & A
Forty-seven-year-old Steve is a supervisor at a juvenile detention facility in Santa Barbara. His biggest accomplishment is his 22-year marriage to Karen. He is a big fan of THE AMAZING RACE, and when Karen challenged him to go on the show with Josh, it all became clear: father and son needed this trip together. Plus, according to Steve, Josh is really smart and in great physical shape. Steve went to Los Angeles to talk with Josh about it, and found him camped out on Hollywood Boulevard (he had been there for days) waiting for the newest Star Wars movie to premiere. According to Steve, Josh was ecstatic when he asked him to be his teammate on the Race. Since then, Steve has been training by walking miles with a backpack every day. He likens himself to Andy Griffith on Mayberry RFD. He loves to eat, and wishes he had more willpower not to. He and Josh share a love of comic books, and Josh turned him on to building superhero models. He prides himself on being a good negotiator and on being able to bullshit through anything.""

Josh, 21, is a computer technician and is attending a junior college. His hobbies include skateboarding, music and meeting new people. He describes himself as ""different, free and happy."" When he was younger, Josh raised steers for the Ventura County Fair and won a prize for a bull-calf. He lists this as an accomplishment he is very proud of, along with the fact that he once ate an entire bowl of butter for a dollar and never threw up. Josh is disappointed that until recently, his relationship with his father was so bad that he missed out on a lot. He has a mischievous side and loves to ""stir things up."" He and his dad share a ""messed up sense of humor"" and are both very stubborn, but comfortable with themselves. In terms of differences, Josh says, ""My old man is soooo conservative it often times drives me insane. I am the polar opposite. My liberal ways are a complete 180 degrees from the way my father intended to raise me."" This father/son team should be very interesting to watch make their way around the world![1]


 I have traveled to Tijuana and across the US, but nowhere else.
 I traveled a little in high school, but never did anything really extensive.


 Lack of sleep.
 Traveling is only stressful if you let it be so.


 Loads of socks and underwear and my favorite flannel shirt.
 Clean socks. Gotta watch your feet.


Steve: It is the adventure of a lifetime, an opportunity to reconnect with my son and the cash.
Josh: It's the chance of a lifetime. How many other people get to run around the world with someone they love?


 Most of our travel together has consisted of family trips when Josh was smaller, where he spent the majority of his time asking, ""Are we there yet?"" or spilling juice in the back seat.
 Yeah, it consisted of him driving the family station wagon cross-country and yelling at my brother and I to stop fighting.


 Letting my partner down.
 Being eliminated first.


 I deal well with difficult people and feel common sense is a trait I possess. My weakness is that I can be too direct with others.
 I'm willing to do anything, but sometimes I fail to think things through and end up having to fix a mistake.


 Josh is very intelligent and outgoing, but he has a fearsome temper.
 My dad's a rock. He's steady and he's stable, but at other times he's controlling.


 Other than the rest of my family, probably a regular cup of coffee and my job, which I love.
 Music and Tofutti Cuties.


 Only English.
 English; Dad speaks American.


 Egypt would be awesome and China would be a real plus.
 Japan.


 I think I might do best in Africa or South America.
 The United States.[2]
"
Steve & Linda,"
Linda Cole (52); Steve Cole (43)
 Martinsville, Va.
 Linda (Customer Service Supervisor); Steve (Carpenter)
 Married
This husband and wife team met when Steven went with a date to Linda's house for a party. Linda asked her brother to keep his date occupied while she asked Steven out. They have been together ever since and married for 17 years. They both have children from previous marriages, but treat all of them as their very own.
Linda is nine years older than Steven. She describes herself as smart, hard working and adventurous. Steven loves traveling, making and posting videos online, recycling scrap metal and fishing. He is a Virginia Master Angler. He describes himself as a perfectionist and creative. His one setback is that he suffers from claustrophobia.
Both Linda and Steven are well traveled. The two had a very scary experience traveling through Guatemala where they were robbed of all their money and identification. Luckily they were resourceful enough and found their way back to the states without too much hassle.
Together, they are excited for new experiences that will expand their horizons. They love to compete and are looking forward to sharing this once in a lifetime experience together, while making new friends along the way. Look for the other Teams to completely underestimate these two, but with Linda's analytical mind and Steven's ability to problem solve they could do well.[1]
"
Sunny & Bizzy,"[2]
 Best friends
 41 & 37
 Firefighters
 Edgerton, WI & New Berlin, WI
"
Susan & Patrick,"
Susan & Patrick are the first mother/son Team in the history of THE AMAZING RACE. Susan is from Hamilton, Ohio and Patrick lives in Hollywood, California. Susan is the Director for Judicial Affairs for Miami University in Ohio and Patrick is a writer. Their primary motivation for participating in this Race is to see the world with each other and have stories to share for the rest of their lives.
Susan has been married to Patrick's father for 34 years and also has a daughter, Elizabeth. She earned her college degree as a ""non-traditional"" student, since she was a mother at the time. She enjoys shopping, gardening and traveling and describes herself as stylish, demanding and prepared.
Patrick says he is extremely close with this family, and they've always been very supportive of him, including when he told them he was gay. However, his mother disagreed with his decision to drop out of college (Miami U) 30 credits shy of his degree. Patrick describes himself as Machiavellian and strategic.
Both are avid fans of the show and watch it religiously. As Susan tells it, ""We want to play! He is the competitive one, and we are the perfect Team!""[1]
"
Tammy & Victor,"
Tammy Jih (26); Victor Jih (35)
 San Francisco, Calif./Los Angeles, Calif.
 Lawyers
 Siblings/Lawyers
If they can manage to work together, this smart and sassy brother/sister duo – both with Harvard Law degrees – might have just what it takes to outsmart the competition and cross the finish line first.
Tammy is a litigator who believes that her ability to keep a cool head under pressure, especially with little or no sleep, will lead to success on the Race. Her biggest pet peeve with her brother is that he's a bit of a control freak. This was never more evident than when they recently traveled with friends to China and Victor mapped out the entire trip down to the minute.
Victor is a partner at his law firm and works as a corporate litigator. He is running the Race to see if he and his sister can co-exist in a hyper-competitive situation without driving each other crazy. Victor thinks that his teammate can be immature and selfish and he's hoping the Race will remedy that.
Victor is confident in his decision making and believes his sister should do what he says as he knows best. Tammy would like to prove to Victor that she's not a baby anymore and that it's time he view her as an equal. Victor is modeling his game play after the cut-throat style of Rob and Amber while Tammy prefers Season 12 winners TK and Rachel's laid back approach.
Both have traveled extensively and are supremely confident in their ability to win the million dollar prize.[1]
"
Tanner & Josh,"[1]
Tanner[] 26
 Fort Worth, Texas
 Best friend
 Pharmaceutical sales rep
 I am in charge of the growth of over 280 physician accounts in the Dallas/ Fort Worth area. On a daily basis, I drop off samples to offices and inform them of any changes or new products.
 Thoughtful, competitive and humble.
 Playing/watching sports, being on the lake/ocean and exploring!
 I have upheld a good reputation throughout my entire life and I take pride in that.
 Matthew McConaughey
 A poor man's Dan Bilzerian.
 The fear of flying but other than that I crave traveling.
 The exploration of the unknown. I love seeing things that aren't the huge world renowned landmarks.
 We have a hard time admitting we are wrong. Also, we are both so competitive that I am afraid that we will put the blame on each other in most cases.
 He thinks he's ""Mr. Dallas"" and sometimes his head doesn't fit through all of the doorways. Being from Fort Worth, I'm opposite and laid back.
 Norway, because I'm Norwegian and there is a Kloven (my last name) in Norway.
 To continue our friendship as we see parts of the world that we never would've had the opportunity to see if not for The Amazing Race.
Josh[] 28
 Dallas
 Best friend
 Medical device sales
 I provide medical devices, training and technical support to Veterinarians and animal hospitals.
 Confident, competitive and charismatic.
 Church, sports and I am a huge movie buff.
 I am proud of my career. Prior to what I do now I worked in the operating room educating surgeons on medical devices, so whether it is human or animal medicine, I feel like I am helping to make a difference.
 Looks: Ben Affleck. Moves: Usher.
 David Beckham
 I think the language barrier when traveling abroad. I cannot stand being lost, so being unable to speak another language in a foreign country is going to be tough!
 What excites me most about traveling is meeting people around the world! I really want to see how other cultures live and learn from them.
 We are both extremely hard headed and tend to always want to take the lead. We will have to learn to work together and compromise.
 His hair… it has to be perfect at all times; it deserves its own Instagram account.
 My last name is Irish and means ""Lord of the horses."" I would love to go to Ireland and see where my family originated from.
 To have the experience of a lifetime, learn from different cultures, and see the amazing world God created!
 @JoshmAhern
"
Tara & Joey,"
Tara[] 38
 Where the Army sends me! Originally from New Milford, Conn., but currently reside in Alexandria, Va., although I am presently in Afghanistan.
 U.S. Army Officer
 I am currently deployed in Afghanistan with the U.S. Army.
 Driven, compassionate and lucky.
 Golf, yoga, travel and spending time with my husband and children.
 Being the mother to four beautiful children while simultaneously balancing a career as an active duty Army officer.
 Probably just flying.
 Experiencing foreign cultures, languages, people and seeing our beautiful world.
 Qualities like my husband - smart, strong, experienced and worldly.
 Someone who complains, who can't carry their own weight and who doesn't take a moment to relish their surroundings.
 Probably a heights challenge like bungee jumping or sky diving. I'm actually afraid of heights!
 I would most like to visit India, Africa or Scandinavia, because I have never been there. I would also love to visit a Chinese speaking nation because I speak Mandarin Chinese. Italy would be great too because it is my favorite country and I also speak some Italian!
 I hope to demonstrate mostly for my children, but also to other women, that perseverance, dedication and belief in oneself are formulas for success, and that it is possible to maintain a healthy balance between being a professional soldier and a mother at the same time. Life is short and everyone should seize each precious moment![1]
Joey[] 46
 Boston, Mass.
 Police Sergeant
 Patrol Supervisor; Officer in Charge of the Department's Honor Guard Unit; Motorcycle Officer
 Dedicated, quick-witted and unfiltered.
 Ice Hockey, running and being a dad.
 I am most proud of being a good father.
 Absolutely nothing scares me.
 Experiencing the different histories of places throughout the world excites me.
 That they have heart, and use every ounce of it! That they accept the situation, deal with it and move on. They don't have the words I can't in their vocabulary.
 A quitter or a complainer.
 Space-walking?
 I'd like to visit anywhere in Italy. I'm an American of Irish-Italian decent and have been to pretty much every country on my bucket list with the exception of Italy. I'd really like to experience my Italian heritage much like I did when I visited Ireland.
 If we finish in the final three, then I will have accomplished what I set out to do. Winning overall would be unbelievable! But if we finish The Race, personally, I will win, for my children, my family and for me. I didn't run the Boston Marathon 12 times to win; I ran to finish the most prestigious marathon in the world. How many people can say that? How many people can say they finished The Amazing Race? I want to experience the whole Race and all it has to offer![2]
"
Tara & Wil,"
“”

BioQ & A
Tara and Wil met five years ago on what Tara calls ""a blind date from hell."" They travel together frequently, and usually get along quite well, disagreeing mostly on financial issues. According to Wil, the best aspect of traveling with Tara is that they both know what they are doing; the worst aspect is that ""Tara has to eat vegetarian.""

The pair decided to team up for THE AMAZING RACE because they are business partners. Wil thinks the experience might bring them closer together, but Tara has a slightly different take: ""Our relationship is so screwed up, I don't think it will affect it either way.""[1]


  Braveheart
  Braveheart


  Everybody Loves Raymond
  Monday Night Football


  Edward Norton
  Mel Gibson


  Ruth Gordon
  Salma Hayek


  The Grateful Dead, Pete Yorn and Ryan Adams


  My friends and family
  None; I don't believe in comfort items[2]
"
Taylor & Isaiah,"[1] and Parade.com[2]
Taylor Green-Jones[] Taylor Green-Jones
 38
 Portland, Oregon
 YouTube sensation
Isaiah Green-Jones[] Isaiah Green-Jones
 31
 Portland, Oregon
 YouTube sensation
Taylor Green-Jones and Isaiah Green-Jones, YouTube sensations from Portland, Oregon.
Married couple Taylor, 38, and Isaiah, 31, went viral for their use of a flash mob in their 2019 wedding. Though they have only been to Mexico, they hope to slip under the radar to dance their way to the final leg.
"
Terence & Sarah,"
Terence and Sarah have been dating for almost a year, but they couldn't be more different.
Sarah has an MBA from Wharton and is often the only woman in meetings during her long days working on Wall Street, while Terence sells real estate to pay the bills and satisfies his true passion by coaching runners.
Sarah claims that the biggest difference between the two is that she is lower maintenance and Terence is more emotional. However, she believes they share a competitive spirit and they're smart, energetic, adventurous as well as fearless.
Terence describes himself as witty, sensitive and driven. One of his proudest accomplishments is finishing the last two New York City Marathons in under three hours.
This Team is determined to prove to themselves whether they belong together while on the Race. They hope that being well-traveled, physically fit, and highly competitive will help them win the $1 million. They think their biggest weakness could be the tendency to become too intense, fighting amongst themselves, or their dietary restrictions. Regardless of whether they win or not, this adventure will definitely be a journey that could make or break them.[1]
"
Teri & Ian,"

The Amazing Race 3 (Bio)The Amazing Race (Q & A)The Amazing Race: All-Stars
“”
Teri and Ian have been married for 21 years. They met more than 22 years ago when Ian's mom played matchmaker and set them up on a date. As soon as they met, Teri and Ian instantly hit it off and were married a year later.
Currently living in Palm City, Florida, Ian, 50, is a retired police commander and private investigator and Teri, 49, is a homemaker. Both have done quite a bit of traveling over the years and have experienced their share of adventure and frustration on the road. One time in particular, the two were separated while vacationing in Bangkok. As Ian spent the day worrying about his wife's whereabouts, Teri went sightseeing and thoroughly enjoyed herself. Needless to say, Ian was not too happy when they were finally reunited at the end of the day. Says Teri, ""He should have had enough faith in me to know that I could take care of myself!"" On another vacation in Belize, Ian recalls how Teri saved his life. While scuba diving, Ian became disoriented and Teri saved him from ascending too quickly. Thankfully, Teri was right by his side. ""She was totally there when I needed her,"" he says.
As they prepare to take on this latest challenge, Teri and Ian are hoping to set a good example for their two sons, Brandon, age 10 and Seth, age 16, and Ian's son, Eric, age 24, and are looking forward to adventure, competition, fun and winning the million dollar grand prize!

Teri's birth date is December 31. Ian's birth date is February 5.[1]
“”


 I feel I have done a fair amount of travel in the past, and have always had a wonderful time.
 I'm well traveled; however, not in a race-type experience. I have been very lucky to be able to travel to many interesting places: Middle East, Orient, Africa, Europe, etc.


 The part of traveling I find most stressful is the plane.
 I guess the transportation part is a bit of a hassle, but if you want to experience different cultures, etc., you have to deal with it.


 I can't determine what is the most important. I can't think of anything to remove to make the load lighter. Therefore no one thing is really most important.
 Dry socks, and underwear for if these items are dry, all else can be dealt with.


 I have watched the first two installments and thought (with family support) that we would be great and have a terrific time!
 The challenge, adventure, and of course, the money!


 Yes, we have been married for 21 years and have done a lot of traveling. We have had a great time seeing the world and sharing great experiences.
 Yes, many times. It's been fun and it's been stressful, but it's always been together, which is and was great.


 The thing I fear the most is being eliminated before the final leg. In other words, not winning!
 There is nothing to fear but losing!


 I bring stability to our Team. I take the time to assess and analyze. I may be a tad tearful, but this is overcome-able.
 Strengths: focus, direction, experience; weaknesses: sometimes attitude, and overcontrolling.


 My teammate brings his astute powers of observation, a keen sense of determination and the ability to always help me do my best.
 She is my rock, but she can really get difficult.


 I will miss my children, Seth and Brandon. I will also miss the rest of my family.
 My three boys.


 English.
 A little Thai and, of course, English.


 Any exciting and exotic place will do.
 Antarctica, to do an ice dive—in a dry suit, of course.


 Countries where they speak and understand English the best.
 Anywhere the adventure takes me; I love adventure travel.[2]
Second place in Season 3 just wasn't good enough for this dynamic duo. Teri and Ian are still the oldest players to ever finish the Amazing Race and they are back to show that they haven't lost a step.
One of the fan favorites from all the seasons of Race, Teri and Ian both have fiery personalities and a determination to win.
Married for 25 years with three kids, they were by far one of the most competitive teams to ever race. Both admit that the biggest similarity between them is that they both always think they are right, which can lead to a good amount of healthy bickering.

Teri describes herself as fun, interesting and adventurous while Ian describes himself as tenacious, adventurous and candid. Both are very active and enjoy biking and traveling. When asked which team they would model their style of play after, both quickly answer, ""Teri and Ian."" They are proud of the way they played and aren't looking to make any changes this time around.[3]
"
Tian & Jaree,"


BioQ & A
Tian, 30, is an actress/singer who ""needs to be the center of attention,"" according to her teammate, Jaree. Tian likes to skydive, surf, stunt-drive and jump horses, adding that she's ""fearless, wild and adventurous."" She lived in Paris for six months, has traveled to Switzerland, France, Spain, Colombia, Trinidad, Costa Rica, Puerto Rico, St. Tropez and St. Bart's, but speaks no foreign languages. Tian fears sharks and heights, but after having done aerial acrobatics in an L30 Russian Fighter Jet, a fear of heights may not be such an issue. Although these teammates say, ""We like to run our mouths, lay out by the pool and check out hot guys,"" Tian usually doesn't approve of Jaree's choice in men. Jaree has a ""more controlling"" personality, and Tian is free-spirited and ""in it for the adventure.""

Jaree, 33, is a model/actress who spent eight years traveling for work in Europe and the Middle East. A junior college graduate, she speaks no foreign languages and describes herself as the ""outgoing, hyper and adventurous"" type. Jaree enjoys water sports, precision driving, and horseback riding. She enjoys drinking with Tian, and says that their worst experience together was getting kicked out of a bar in Geneva: some guy grabbed Jaree, so she punched him out, breaking his glasses. Jaree fears cockroaches and being lost. According to her teammate, Jaree is ""very controlling.""[1]


 I have had extensive adventures for work and vacation in many countries across the world. Unfortunately, aside from Patagonia, most of them have been in very civilized places with little wildlife and undisturbed nature.
 I have been to very beautiful, exotic and interesting places. I love everything new.


 That fleeting worry of commercial aircraft takeoffs and landings, you never know if pilots have obeyed the 12-hour bottle-to-throttle rule. But if your number's up…
 Getting lost, or being on an airplane for hours.


 I am hopeful that bringing night vision goggles with infrared can help us when flashlights fail.
 My Dum-Dum suckers: it's my sugar fix.


 To see with my own eyes this incredible world that I am unfortunately stuck on for the next 70 years. (I am volunteering for any position if there ever is an AMAZING RACE Galaxy Edition!)
 Change my life, my routine. It will definitely be exciting. A huge adventure!






 I am trying to teach myself to eradicate that and similar words from my mental vocabulary. ""Whatever man can conceive and believe it can achieve"" is an amazing famous thought that I am trying to live by.
 Being eliminated.


 I am not afraid to attempt the crazy stunts, but I am horrible at Math—ugh! Sometimes I act before I think or speak before I think, which can sometimes be good and sometimes annoying or detrimental in a spur-of-the-moment situation.
 The strengths are definitely the stunts. Weakness: Mathematical equations.


 She is a daredevil also, but may fear getting lost, which could cause her to become unduly stressed.
 She's fearless, but her math sucks too.


 Noah's Ark and my Ducati Monster.
 Family, friends and my animals.


 Blonde.
 Redneck, Animal.


 My dream destination would be ISS (International Space Station), but I'll settle for any place with waves.
 Egypt.


 Gulp… If I tell you, I may have to kill you before CBS kills me!
 Depends on what part of that country I'm in.[2]
"
Tiffany & Krista,"[1]
Tiffany[] 28
 Little Falls, N.J. (Currently lives in Hoboken, N.J.)
 Former NFL Cheerleader for the NY Jets
 Consultant for Physicians in Healthcare
 I simplify Healthcare Accreditation and Compliance for organizations so they can effectively and efficiently integrate requirements and patient safety initiatives into their day to day activities.
 Outgoing, adventurous and passionate.
 Dancing, fitness/working out and hair extensions.
 My biggest accomplishment as of now is making the New York Jets Flight Crew Cheerleading Squad.
 Brooke Burke because she is my role model and a powerful woman who does it all even with 5 kids.
 Leah Remini, because she is super funny and has the same sense of humor as Krista.
 Nothing scares me about traveling. If I could become a flight attendant, I would because they get to travel the world.
 I love seeing and visiting different countries and learning about the different cultures.
 We are both very stubborn and will need to learn how to communicate better if there is a situation when we both think we are right, when in fact one of us is wrong.
 When things don't go her way, she tends to talk under her breath instead of talking aloud and resolving the issue.
 I would love to go to Paris. I am such a sightseer. Seeing the different pictures of foods, fashion and love sights, just makes me want to live there. It's very bourgeoisie.
 Krista and I are practically sisters from another mother. We have this bond that no one can break. We are going to become closer than we are now and know things about each other that we have never known before.
 mstiffanychantell
 tiffanyChantell
Krista[] 28
 New York, N.Y.
 Former NFL Cheerleaders for the NY Jets
 Speech pathologist
 I'm a speech language pathologist for students with special needs, such as autism. I provide language therapy to children's ages 3 to 8. I'm also a professional dancer.
 Determined, beyond outgoing and witty/sarcastic.
 Dancing, working out/fitness and reading/puzzles.
 Making an NFL Cheerleading team while getting my master's degree.
 Leah Remini. Everyone tells me my sarcastic personality and accent is just like hers. It actually was my sorority nickname.
 Brooke Burke- she's glamorous and also a strong woman. Tiff looks just like her too.
 Truthfully, nothing. I absolutely love to travel and my dream is to travel the world.
 I come from NYC so I am excited to see new cities but most of all learn about different cultures.
 We both can be stubborn at times and have strong personalities. We need to learn to take the back seat sometimes and not always think we are the right ones.
 She can get snippy sometimes if things don't always go her way.
 Italy. My dream is to visit Italy to see my roots and culture. I would like to see the area my family came from.
 We have an extremely close bond and I know that will become even stronger when we face challenges together. This experience will help me learn things about her that I never knew before.
 krista_kimberly
 Kristakimberly
"
Tim & Danny,"[2]
Tim[] 26
 Cordell, Okla.
 Best Friend
 Oilfield Plant Operator
 As a bulk plant operator, I load bulk chemicals onto trucks that go out to location. Also, with as many crews that we run, I have to forecast on how much chemicals need to be ordered to start and finish a job.
 Happy, funny and outgoing.
 Golf, attending sporting events and road trips.
 The birth of my son and being able to provide for my family.
 Will Ferrell, because he's funny, kind-hearted and loves everyone.
 Owen Wilson, because he's funny and a ladies man.
 Seeing people in other countries who are less fortunate and not being able to help.
 Going to places I have never been before and making new memories with people I love.
 We always believe that neither of us are wrong. Instead of listening to his argument, I just tell him my points. I hope I can be a better listener so I can respond to his points rather than hearing what I want to hear.
 He spends too much time in front of the mirror.
 I would like to go to Australia. It would be amazing to visit the outback and see animals in their natural habitats.
 I have never been overseas. Being able to travel the world and to see new things that I never thought would be possible.
Danny[] 25
 Cordell, Okla.
 Best Friend
 Oil Field Operator
 In the bulk plant my job is to blend various cements for oil rigs in the field. I also have to keep track and maintain any and all cements and additives used in the blending.
 Cute, funny and brave.
 Fishing, golfing and Thunder Basketball.
 The birth of my daughter. A close second is taking 3rd in state in wrestling with a torn ACL.
 Mark Wahlberg - tough and gritty but also hilarious.
 Vince Vaughn – he is a fast talking ladies' man but has a big heart.
 I love traveling for the most part. I'm not a big fan of the ocean. Just something about not knowing what's out there makes me nervous.
 Seeing new cultures, sites and learning about different ways of life.
 Tim and I are both very headstrong and sometimes argue about the simplest things to prove the other wrong. To win we will have to put that aside at times and trust each other.
 His dirty car. When we go to lunch we never take his car because I can't fit in the passenger seat with all the junk.
 I have always wanted to see Rome with all the history and culture it has to offer.
 This is a once in a lifetime chance to see the world and make new friends.
"
Tim & Marie,"[1]
Tim[] 32
 Morristown, N.J.
 Exes
 Sports Marketing
 Work with large brands to extend traditional sports sponsorships online using social and emerging media.
 Calculated, witty and flirtatious.
 Golf, writing and music (I play guitar).
 Was drafted by the Washington Nationals to play professional baseball (2002).
 Jimmy Fallon - funny, talented, light hearted and he's not afraid to laugh at himself.
 Mix of Jillian Michaels and Paris Hilton – she's a workout freak, athletic, aggressive, a socialite, likes Chihuahuas, Starbucks and is manipulative.
 Not being able to communicate. Language barriers.
 It makes you smarter, more cultured and getting to experience new places, people, food, etc.
 I would like us to be able to communicate what's best for each other as an ""us."" Sometimes we lose focus on what's best, to simply be right individually.
 Many times she loses perspective, forgets the big picture and becomes obsessed with being right, rather than solving the problem. And she thinks being the loudest makes her right.
 Anywhere that I wouldn't normally think to go or want to go. Maybe see the pyramids, drop into a rainforest or secluded island.
 Learn how to work together. When we aren't dating everything is amazing, but as soon as we commit and decisions have to be made together, TROUBLE!
Marie[] 29
 Morristown, N.J.
 Exes
 Fitness Trainer
 Kickboxing instructor/personal trainer
 Impulsive, energetic and impatient.
 Going to the gym, watching and playing sports and drawing.
 There isn't one specific thing that stands out to me. I like to go after things where the odds are stacked against you. Victory is a lot sweeter when the challenge is greater.
 Kristin Cavallari - (is she even still famous?) she doesn't care what anyone thinks, does what she wants when she wants.
 Ryan Lochte, because he's in love with himself.
 Being helpless in an environment where I don't speak the language/cleanliness - I'm a total germaphobe.
 Seeing different places and cultures. I've never been outside the U.S.
 Neither one of us actually listens to one another - we both just yell at the same time trying to be right and walk away…nothing ever gets resolved.
 He always has to be right, even when he knows he's wrong. He justifies anything and creates an argument out of anything and everything.
 A rainforest and/or any country or place with exotic animals!!
 We both love competition. For us this race is more about winning than money.
"
Tim & Rex,"[1]
Tim Mann and Rex Ryan, golf buddies from Brentwood, Tennessee
Rex, 59, is a current ESPN analyst who is most well known for his eight years in the NFL as head coach of the New York Jets and Buffalo Bills. Tim, 40, is a probation officer. The two met almost a decade ago, and their friendship only grew when Rex helped Tim get through a difficult time of his mother's ALS diagnosis. Despite branding themselves ""Team T-Rex,"" the pair hopes their chances of getting a W won't go extinct any time soon.
"
